sample_id,image_path,split,symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio,y_symmetry_error,y_face_aspect_ratio,y_midface_length_ratio,y_lowerface_length_ratio,y_jaw_width_ratio,y_jaw_angle_sharpness,y_chin_length_ratio,y_chin_width_ratio,y_cheekbone_width_ratio,y_lower_cheek_ratio,y_eye_openness_ratio,y_eye_size_ratio,y_eye_spacing_ratio,y_eye_tilt_deg,y_brow_height_ratio,y_brow_tilt_deg,y_nose_width_ratio,y_nose_length_ratio,y_nose_tip_deviation_ratio,y_mouth_width_ratio,y_mouth_corner_tilt_deg,y_lip_thickness_ratio,y_upper_lip_ratio,y_philtrum_ratio,label_method,consent_flag,source
syn_0253,data/raw/images/syn_0253.jpg,train,0.013834,0.705332,0.271400,0.376467,0.911604,118.989794,0.142555,0.239419,0.925609,0.788386,0.285591,0.122340,1.100591,4.635555,0.080427,7.606860,0.262275,0.283373,0.013152,0.481576,1.700493,0.029687,0.056406,0.055549,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0254,data/raw/images/syn_0254.jpg,train,0.017916,0.742211,0.246814,0.287182,0.911787,91.578991,0.157851,0.302702,0.938541,0.831221,0.377663,0.146105,1.391553,0.951009,0.073176,9.933308,0.203478,0.299743,0.012667,0.544896,4.168071,0.038130,0.063361,0.055737,ok,ok,low,low,ok,low,ok,high,ok,high,high,high,high,low,ok,ok,low,ok,ok,high,high,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0255,data/raw/images/syn_0255.jpg,train,0.021506,0.765568,0.320469,0.324047,0.911471,117.096092,0.147966,0.266176,0.907468,0.724681,0.225340,0.105671,1.141427,3.419963,0.068039,11.091085,0.265598,0.328023,0.033930,0.574063,2.362130,0.034711,0.068364,0.070335,ok,high,high,ok,ok,ok,ok,high,ok,low,low,ok,ok,ok,ok,ok,ok,ok,high,high,ok,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0256,data/raw/images/syn_0256.jpg,train,0.013702,0.646498,0.314518,0.371254,0.922713,124.514755,0.119047,0.199598,0.973566,0.770307,0.233107,0.113116,1.109647,2.214239,0.114748,11.249394,0.207842,0.309181,0.027689,0.644814,0.323045,0.032198,0.038724,0.061675,ok,low,high,ok,ok,ok,ok,ok,high,ok,low,ok,ok,ok,high,high,low,ok,high,high,ok,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0257,data/raw/images/syn_0257.jpg,train,0.023746,0.736992,0.236631,0.399063,1.007972,134.304494,0.150867,0.217971,0.964916,0.771535,0.128256,0.077054,1.255233,8.655967,0.077492,4.807077,0.249490,0.248557,0.009461,0.567350,-0.063989,0.025645,0.038873,0.057469,ok,ok,low,high,high,high,ok,ok,high,ok,low,low,high,high,ok,low,ok,low,ok,high,ok,low,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0258,data/raw/images/syn_0258.jpg,train,0.006601,0.759025,0.267656,0.444065,0.921392,123.724221,0.097795,0.220964,0.935189,0.800572,0.301324,0.123064,0.874843,-4.423834,0.057677,12.055738,0.288012,0.345695,0.015281,0.491352,1.543196,0.018334,0.057138,0.047229,low,ok,ok,high,ok,ok,low,ok,ok,ok,ok,ok,low,low,low,high,high,high,ok,ok,ok,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0259,data/raw/images/syn_0259.jpg,train,0.010691,0.660704,0.277312,0.405758,0.935983,106.350439,0.147267,0.217024,0.819440,0.836408,0.241182,0.134509,0.931330,6.722837,0.104968,9.045901,0.279010,0.273860,0.008830,0.424054,4.131765,0.041491,0.049242,0.055455,ok,low,ok,high,high,low,ok,ok,low,high,ok,ok,ok,high,high,ok,ok,ok,ok,low,high,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0260,data/raw/images/syn_0260.jpg,train,0.016000,0.700365,0.274853,0.345035,0.846041,118.887903,0.132532,0.219582,0.886777,0.781330,0.269618,0.116092,1.082644,3.892976,0.081496,8.053460,0.264211,0.292084,0.011971,0.477085,1.943065,0.030847,0.057260,0.056585,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0261,data/raw/images/syn_0261.jpg,train,0.011027,0.763592,0.264031,0.327998,0.823956,105.105858,0.149338,0.212141,0.904651,0.831247,0.332900,0.122744,0.759698,5.698000,0.040824,4.429674,0.254371,0.361388,0.001000,0.403433,-0.288518,0.037530,0.035415,0.045399,ok,high,ok,ok,low,low,ok,ok,ok,high,high,ok,low,ok,low,low,ok,high,low,low,ok,ok,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0262,data/raw/images/syn_0262.jpg,train,0.032554,0.772909,0.255683,0.410691,0.885962,107.117768,0.118595,0.194894,0.866065,0.807531,0.340598,0.083994,1.149955,0.344250,0.078548,9.214107,0.295484,0.299039,0.014488,0.561465,5.538132,0.040425,0.064006,0.061098,high,high,ok,high,ok,low,low,ok,low,ok,high,low,ok,low,ok,ok,high,ok,ok,high,high,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0263,data/raw/images/syn_0263.jpg,train,0.037671,0.764238,0.252885,0.365310,0.908757,101.287329,0.122663,0.288429,0.863148,0.810592,0.298783,0.144126,0.933424,1.281127,0.081065,5.484344,0.314190,0.307272,0.020531,0.430193,2.975540,0.051917,0.054341,0.041548,high,high,ok,ok,ok,low,ok,high,low,ok,ok,high,ok,ok,ok,ok,high,ok,high,low,ok,high,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0264,data/raw/images/syn_0264.jpg,train,0.031664,0.691532,0.228462,0.303618,0.797272,124.272520,0.114502,0.185243,0.901400,0.805551,0.333409,0.150822,1.000175,7.557109,0.064252,14.842773,0.281705,0.310629,0.001000,0.528705,0.330411,0.027109,0.045149,0.047726,high,ok,low,low,low,ok,low,low,ok,ok,high,high,ok,high,ok,high,ok,ok,low,high,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0265,data/raw/images/syn_0265.jpg,train,0.023923,0.745636,0.282078,0.453660,0.792589,121.432671,0.100150,0.242545,0.948668,0.788146,0.310367,0.134615,1.122596,-0.844162,0.097549,14.995103,0.299330,0.289592,0.031660,0.492361,4.430937,0.037462,0.072313,0.035894,ok,ok,ok,high,low,ok,low,ok,ok,ok,ok,ok,ok,low,high,high,high,ok,high,ok,high,ok,high,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0266,data/raw/images/syn_0266.jpg,train,0.008487,0.751456,0.270439,0.341823,0.985269,111.266588,0.149278,0.235061,0.908684,0.641181,0.168310,0.113538,1.380165,1.479438,0.079528,16.311472,0.261338,0.320372,0.015117,0.438116,-0.644708,0.027980,0.054910,0.046197,low,ok,ok,ok,high,ok,ok,ok,ok,low,low,ok,high,ok,ok,high,ok,ok,ok,low,low,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0267,data/raw/images/syn_0267.jpg,train,0.016518,0.723901,0.291995,0.389499,0.867551,118.853078,0.132632,0.213811,0.898497,0.805900,0.273610,0.125998,1.010454,1.948183,0.088541,6.384371,0.250955,0.312027,0.012224,0.477675,2.334332,0.031435,0.057403,0.051290,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0268,data/raw/images/syn_0268.jpg,train,0.035128,0.686620,0.287148,0.324080,0.823058,114.642268,0.167521,0.210205,0.929726,0.751698,0.359433,0.083375,0.798514,8.950146,0.036774,14.883750,0.259471,0.317387,0.015232,0.447118,2.794594,0.048299,0.069640,0.046452,high,ok,ok,ok,low,ok,high,ok,ok,ok,high,low,low,high,low,high,ok,ok,ok,ok,ok,high,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0269,data/raw/images/syn_0269.jpg,train,0.032878,0.649671,0.271266,0.367291,0.967059,101.378155,0.171521,0.203511,0.838075,0.839853,0.255016,0.069913,1.169510,-1.902783,0.072441,3.494070,0.231623,0.343559,0.018350,0.404601,0.936437,0.032545,0.071278,0.060527,high,low,ok,ok,high,low,high,ok,low,high,ok,low,high,low,ok,low,low,high,ok,low,ok,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0270,data/raw/images/syn_0270.jpg,train,0.003480,0.642535,0.306557,0.398179,0.837949,110.486217,0.155288,0.231581,0.788497,0.763716,0.329408,0.082897,1.180602,-0.367389,0.084645,4.616217,0.203471,0.308836,0.010977,0.556086,3.579048,0.019294,0.058936,0.066776,low,low,ok,high,ok,ok,ok,ok,low,ok,high,low,high,low,ok,low,low,ok,ok,high,high,low,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0271,data/raw/images/syn_0271.jpg,train,0.028183,0.831624,0.358128,0.324672,0.907179,146.816177,0.178344,0.193182,0.843761,0.686623,0.319362,0.117310,1.022506,1.971005,0.062793,10.466325,0.259036,0.317242,0.001000,0.569491,4.447045,0.040565,0.030238,0.065686,high,high,high,ok,ok,high,high,ok,low,low,ok,ok,ok,ok,low,ok,ok,ok,low,high,high,high,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0272,data/raw/images/syn_0272.jpg,train,0.001000,0.745749,0.326511,0.413582,0.930837,140.232951,0.144956,0.187703,0.893608,0.781161,0.330326,0.093431,1.172290,3.914050,0.070804,4.264158,0.243499,0.312214,0.010053,0.517722,-2.528944,0.020242,0.042557,0.068311,low,ok,high,high,ok,high,ok,low,ok,ok,high,low,high,ok,ok,low,ok,ok,ok,ok,low,low,low,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0273,data/raw/images/syn_0273.jpg,train,0.016331,0.722246,0.303673,0.392811,0.842623,100.872955,0.129245,0.158856,0.916645,0.734010,0.297248,0.124903,0.995406,6.221542,0.136737,0.620068,0.344935,0.261089,0.001000,0.431937,3.334702,0.033726,0.047560,0.048043,ok,ok,ok,ok,ok,low,ok,low,ok,low,ok,ok,ok,ok,high,low,high,low,low,low,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0274,data/raw/images/syn_0274.jpg,train,0.015721,0.728873,0.292549,0.356809,0.868112,116.871471,0.122693,0.219457,0.924786,0.774462,0.272429,0.127008,1.061753,4.339204,0.082515,8.143295,0.271494,0.286304,0.011922,0.451460,1.237214,0.036007,0.051146,0.051690,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0275,data/raw/images/syn_0275.jpg,train,0.017102,0.771798,0.307207,0.332814,0.998830,117.304093,0.174154,0.283737,0.870847,0.690305,0.312151,0.124655,1.055116,4.938358,0.077991,14.245651,0.154627,0.350833,0.014589,0.473628,-0.937228,0.041859,0.041074,0.056299,ok,high,high,ok,high,ok,high,high,low,low,ok,ok,ok,ok,ok,high,low,high,ok,ok,low,high,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0276,data/raw/images/syn_0276.jpg,train,0.031650,0.620700,0.292644,0.375539,0.909878,112.418742,0.157566,0.261544,0.904980,0.905005,0.211815,0.103035,1.230388,3.241600,0.061262,6.213839,0.313011,0.331754,0.002736,0.386337,5.230589,0.033965,0.049928,0.044109,high,low,ok,ok,ok,ok,ok,high,ok,high,low,ok,high,ok,low,ok,high,high,low,low,high,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0277,data/raw/images/syn_0277.jpg,train,0.001000,0.640718,0.292013,0.335315,0.995184,129.027788,0.122234,0.182911,0.984510,0.757616,0.438615,0.122412,0.845252,-3.142442,0.065290,13.781602,0.251351,0.199993,0.005749,0.465494,4.924651,0.035461,0.053200,0.058635,low,low,ok,ok,high,high,ok,low,high,ok,high,ok,low,low,ok,high,ok,low,low,ok,high,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0278,data/raw/images/syn_0278.jpg,train,0.044691,0.783543,0.250342,0.394209,0.959235,145.953466,0.148607,0.207068,0.937882,0.751362,0.289054,0.099875,1.053513,-1.099028,0.096879,11.194286,0.202221,0.329886,0.006396,0.550641,4.010913,0.040696,0.062093,0.042482,high,high,low,ok,high,high,ok,ok,ok,ok,ok,low,ok,low,high,ok,low,high,ok,high,high,high,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0279,data/raw/images/syn_0279.jpg,train,0.001000,0.728137,0.229090,0.369490,0.775821,127.374177,0.155475,0.168821,0.871766,0.805434,0.333109,0.125747,0.945905,4.566607,0.075472,5.861804,0.210696,0.301657,0.003811,0.473600,-3.534510,0.038690,0.048260,0.055954,low,ok,low,ok,low,ok,ok,low,low,ok,high,ok,ok,ok,ok,ok,low,ok,low,ok,low,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0280,data/raw/images/syn_0280.jpg,train,0.036001,0.813218,0.306478,0.308944,0.873829,121.600745,0.148080,0.225621,0.961019,0.819502,0.353138,0.140566,0.945782,2.883981,0.079748,9.651447,0.242789,0.299574,0.008682,0.453274,2.532091,0.039279,0.076269,0.067272,high,high,ok,low,ok,ok,ok,ok,high,ok,high,high,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0281,data/raw/images/syn_0281.jpg,train,0.016823,0.739067,0.265696,0.365195,0.870216,116.347596,0.154858,0.215796,0.923075,0.788859,0.279619,0.111494,1.062303,3.700450,0.079471,7.976790,0.263991,0.304108,0.008204,0.482748,2.602568,0.028185,0.052221,0.052930,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0282,data/raw/images/syn_0282.jpg,train,0.001000,0.610197,0.241624,0.417447,0.854287,106.806432,0.134962,0.239558,0.944268,0.782545,0.438497,0.126613,1.115021,2.142710,0.062770,3.342185,0.214850,0.322026,0.013619,0.448477,0.622680,0.040474,0.052513,0.055410,low,low,low,high,ok,low,ok,ok,ok,ok,high,ok,ok,ok,low,low,low,ok,ok,ok,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0283,data/raw/images/syn_0283.jpg,train,0.021472,0.749822,0.249751,0.236821,0.743463,122.238420,0.122699,0.206314,0.834141,0.731967,0.287162,0.120989,0.888182,-0.041574,0.118541,7.000976,0.256179,0.246335,0.004188,0.466131,-1.375822,0.032724,0.041126,0.046067,ok,ok,low,low,low,ok,ok,ok,low,low,ok,ok,low,low,high,ok,ok,low,low,ok,low,ok,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0284,data/raw/images/syn_0284.jpg,train,0.008421,0.620393,0.216867,0.366011,0.807861,115.776841,0.135631,0.233268,0.960622,0.741136,0.210867,0.124871,1.178371,2.791465,0.078672,7.223929,0.254590,0.325393,0.007959,0.510202,2.535886,0.049202,0.046344,0.068801,low,low,low,ok,low,ok,ok,ok,high,ok,low,ok,high,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0285,data/raw/images/syn_0285.jpg,train,0.027634,0.646633,0.302643,0.390583,0.837362,88.467025,0.162369,0.168150,0.911379,0.673523,0.315604,0.074103,0.961883,2.023955,0.079861,2.067693,0.276079,0.319347,0.008369,0.465780,-5.382543,0.044842,0.052279,0.062764,high,low,ok,ok,ok,low,high,low,ok,low,ok,low,ok,ok,ok,low,ok,ok,ok,ok,low,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0286,data/raw/images/syn_0286.jpg,train,0.020196,0.723344,0.307552,0.328026,0.951339,136.902563,0.146027,0.213723,0.968877,0.804799,0.257501,0.111463,1.068770,6.667069,0.069928,11.160062,0.328689,0.323706,0.011372,0.508455,0.394637,0.023044,0.045896,0.038566,ok,ok,high,ok,high,high,ok,ok,high,ok,ok,ok,ok,high,ok,ok,high,ok,ok,ok,ok,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0287,data/raw/images/syn_0287.jpg,train,0.029535,0.691355,0.205980,0.385540,0.905395,121.644578,0.099765,0.175293,1.008097,0.743719,0.307341,0.123076,0.842138,-1.160053,0.089909,6.759463,0.250118,0.341672,0.001000,0.476992,4.428502,0.038745,0.051688,0.060632,high,ok,low,ok,ok,ok,low,low,high,ok,ok,ok,low,low,ok,ok,ok,high,low,ok,high,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0288,data/raw/images/syn_0288.jpg,train,0.019873,0.706867,0.265223,0.370807,0.880937,123.457706,0.135172,0.229960,0.930377,0.787389,0.280432,0.114091,1.039053,3.568122,0.080115,6.953640,0.262151,0.317822,0.009805,0.486639,0.318258,0.033003,0.055786,0.052268,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0289,data/raw/images/syn_0289.jpg,train,0.024614,0.726258,0.352327,0.365659,0.907637,116.248539,0.106336,0.324073,0.929131,0.798349,0.285089,0.083330,0.845992,-1.863193,0.106420,10.008452,0.248266,0.242766,0.003691,0.474810,-1.584568,0.038983,0.045352,0.051621,ok,ok,high,ok,ok,ok,low,high,ok,ok,ok,low,low,low,high,ok,ok,low,low,ok,low,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0290,data/raw/images/syn_0290.jpg,train,0.016794,0.588700,0.312367,0.362011,0.724891,113.309050,0.129979,0.178618,0.937442,0.852267,0.300800,0.084723,0.948344,-2.923837,0.084012,4.007037,0.269641,0.332046,0.020782,0.490387,0.860542,0.019028,0.081175,0.081508,ok,low,high,ok,low,ok,ok,low,ok,high,ok,low,ok,low,ok,low,ok,high,high,ok,ok,low,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0291,data/raw/images/syn_0291.jpg,train,0.016879,0.745884,0.233992,0.340598,0.881830,110.920115,0.192721,0.232446,0.888940,0.755516,0.294609,0.080206,1.122326,3.861363,0.097969,9.421508,0.237136,0.273208,0.025861,0.501433,2.989292,0.036751,0.053913,0.041860,ok,ok,low,ok,ok,ok,high,ok,ok,ok,ok,low,ok,ok,high,ok,low,ok,high,ok,ok,ok,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0292,data/raw/images/syn_0292.jpg,train,0.039587,0.708393,0.331530,0.355541,0.957506,107.605026,0.100514,0.208825,0.895880,0.819661,0.300611,0.081339,0.938801,-0.895516,0.065028,7.628084,0.238268,0.346661,0.016184,0.437530,4.718698,0.039286,0.057348,0.050628,high,ok,high,ok,high,low,low,ok,ok,ok,ok,low,ok,low,ok,ok,ok,high,ok,low,high,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0293,data/raw/images/syn_0293.jpg,train,0.041241,0.767872,0.236999,0.368080,0.821704,128.737207,0.109143,0.194524,0.889120,0.808825,0.217036,0.120193,0.727399,6.975915,0.026286,8.706981,0.268742,0.280024,0.022994,0.536458,4.183305,0.041073,0.058929,0.050445,high,high,low,ok,low,high,low,ok,ok,ok,low,ok,low,high,low,ok,ok,ok,high,high,high,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0294,data/raw/images/syn_0294.jpg,train,0.021161,0.786084,0.277885,0.239953,0.762512,139.628917,0.115306,0.195569,0.967226,0.833801,0.313512,0.123612,0.731674,11.764882,0.072422,12.358398,0.264962,0.278589,0.009329,0.471570,5.627293,0.021656,0.059762,0.076675,ok,high,ok,low,low,high,low,ok,high,high,ok,ok,low,high,ok,high,ok,ok,ok,ok,high,low,ok,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0295,data/raw/images/syn_0295.jpg,train,0.016471,0.720539,0.268256,0.380570,0.860162,119.937656,0.125251,0.211378,0.922778,0.763295,0.276170,0.111624,1.053335,2.965599,0.074697,8.265672,0.243336,0.306310,0.009959,0.499962,1.171646,0.030236,0.055324,0.057992,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0296,data/raw/images/syn_0296.jpg,train,0.001000,0.681503,0.330306,0.308008,0.794628,98.906371,0.129618,0.169761,0.942417,0.689863,0.251396,0.115191,0.958672,3.166290,0.060733,4.440070,0.303000,0.316955,0.016224,0.532760,2.509100,0.029555,0.061955,0.052051,low,ok,high,low,low,low,ok,low,ok,low,ok,ok,ok,ok,low,low,high,ok,ok,high,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0297,data/raw/images/syn_0297.jpg,train,0.038947,0.732545,0.281852,0.438160,0.937742,109.562589,0.154350,0.168801,0.907627,0.790533,0.288422,0.115864,0.906692,5.396963,0.091111,5.301785,0.259221,0.319720,0.016924,0.497731,2.686375,0.036833,0.063686,0.060484,high,ok,ok,high,high,low,ok,low,ok,ok,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0298,data/raw/images/syn_0298.jpg,train,0.011899,0.740100,0.253306,0.330777,0.903952,118.707897,0.119704,0.242405,0.882211,0.807662,0.200173,0.153047,1.123150,5.622428,0.080356,2.687973,0.201577,0.302947,0.008290,0.496345,4.095028,0.035326,0.043480,0.062611,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,high,ok,ok,ok,low,low,ok,ok,ok,high,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0299,data/raw/images/syn_0299.jpg,train,0.010681,0.744039,0.303912,0.334031,0.982212,113.906652,0.140883,0.270867,0.929353,0.730103,0.259070,0.125788,0.983474,2.221364,0.098943,7.225621,0.320832,0.293564,0.001791,0.467733,3.827904,0.027370,0.068414,0.055084,ok,ok,ok,ok,high,ok,ok,high,ok,low,ok,ok,ok,ok,high,ok,high,ok,low,ok,high,ok,high,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0300,data/raw/images/syn_0300.jpg,train,0.022743,0.676457,0.281298,0.359712,0.953403,112.413964,0.093128,0.175861,0.886052,0.818181,0.226325,0.095512,1.004327,3.930744,0.078252,2.864430,0.249018,0.338107,0.015927,0.499144,-0.397964,0.029749,0.040005,0.061831,ok,ok,ok,ok,high,ok,low,low,ok,ok,low,low,ok,ok,ok,low,ok,high,ok,ok,low,ok,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0301,data/raw/images/syn_0301.jpg,train,0.028131,0.706114,0.264839,0.318306,0.871655,138.008159,0.118447,0.228798,0.965456,0.774159,0.201406,0.128452,1.279012,4.534764,0.079224,7.796226,0.185472,0.312653,0.007181,0.434345,4.583386,0.024373,0.056167,0.040130,high,ok,ok,low,ok,high,low,ok,high,ok,low,ok,high,ok,ok,ok,low,ok,ok,low,high,low,ok,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0302,data/raw/images/syn_0302.jpg,train,0.019008,0.698885,0.282216,0.361467,0.892880,114.105292,0.136715,0.211760,0.929006,0.754040,0.274121,0.123039,1.056528,2.656386,0.085565,8.059020,0.268738,0.295771,0.012089,0.482459,1.226002,0.036425,0.054183,0.056015,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0303,data/raw/images/syn_0303.jpg,train,0.010283,0.686650,0.274129,0.324213,0.813570,118.443232,0.127513,0.305080,0.910853,0.740397,0.316991,0.163747,0.809358,8.294371,0.058821,6.035892,0.211297,0.281222,0.001000,0.449617,0.656721,0.030829,0.058048,0.058175,ok,ok,ok,ok,low,ok,ok,high,ok,ok,ok,high,low,high,low,ok,low,ok,low,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0304,data/raw/images/syn_0304.jpg,train,0.017058,0.797800,0.286718,0.420262,0.889196,110.327861,0.099264,0.108281,0.898368,0.710664,0.278589,0.152035,0.711093,6.355415,0.049703,0.584139,0.338367,0.330264,0.001000,0.547070,0.932082,0.043942,0.043883,0.057369,ok,high,ok,high,ok,low,low,low,ok,low,ok,high,low,ok,low,low,high,high,low,high,ok,high,low,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0305,data/raw/images/syn_0305.jpg,train,0.019411,0.595710,0.285140,0.399836,0.813027,124.305972,0.159727,0.220853,0.976708,0.818424,0.376881,0.126490,1.206023,3.495768,0.093541,9.367893,0.275457,0.329649,0.008830,0.463953,-3.006319,0.033825,0.040929,0.045754,ok,low,ok,high,low,ok,ok,ok,high,ok,high,ok,high,ok,ok,ok,ok,high,ok,ok,low,ok,low,low,percentile_p20_p80,synthetic,synthetic_v1
syn_0306,data/raw/images/syn_0306.jpg,train,0.013397,0.759312,0.302997,0.383131,0.867351,121.379014,0.113258,0.281530,1.001076,0.743967,0.205472,0.090998,0.910801,0.737749,0.086079,8.724595,0.289681,0.307212,0.014112,0.465011,5.400814,0.044887,0.045504,0.058628,ok,high,ok,ok,ok,ok,low,high,high,ok,low,low,low,low,ok,ok,high,ok,ok,ok,high,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0307,data/raw/images/syn_0307.jpg,train,0.014893,0.704232,0.257492,0.302511,0.860892,129.296957,0.181285,0.257831,0.927165,0.860720,0.275292,0.116921,0.850838,8.153356,0.100253,4.193307,0.215995,0.379671,0.014260,0.426161,0.728769,0.036612,0.067894,0.064705,ok,ok,ok,low,ok,high,high,high,ok,high,ok,ok,low,high,high,low,low,high,ok,low,ok,ok,high,high,percentile_p20_p80,synthetic,synthetic_v1
syn_0308,data/raw/images/syn_0308.jpg,train,0.037303,0.763610,0.298109,0.421196,0.844980,110.983149,0.097634,0.250591,0.884914,0.795270,0.286172,0.111551,0.989357,7.467328,0.112447,6.322558,0.232686,0.377154,0.012901,0.452124,0.674373,0.038839,0.053962,0.056122,high,high,ok,high,ok,ok,low,high,ok,ok,ok,ok,ok,high,high,ok,low,high,ok,ok,ok,high,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0309,data/raw/images/syn_0309.jpg,train,0.014132,0.708325,0.291132,0.365240,0.897656,112.894840,0.135636,0.223102,0.928387,0.811223,0.283014,0.114426,1.021490,2.827553,0.086723,7.846624,0.254387,0.311472,0.015367,0.476022,1.175549,0.032582,0.049923,0.056499,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
syn_0310,data/raw/images/syn_0310.jpg,train,0.026151,0.731065,0.308409,0.360825,0.892103,134.653711,0.143369,0.284996,0.962898,0.764195,0.277467,0.103084,1.232533,13.715434,0.074904,9.188415,0.277009,0.303710,0.010342,0.511814,-2.155650,0.025014,0.057835,0.055802,high,ok,high,ok,ok,high,ok,high,high,ok,ok,ok,high,high,ok,ok,ok,ok,ok,ok,low,low,ok,ok,percentile_p20_p80,synthetic,synthetic_v1
