sample_id,image_path,split,symmetry_error,face_aspect_ratio,midface_length_ratio,lowerface_length_ratio,jaw_width_ratio,jaw_angle_sharpness,chin_length_ratio,chin_width_ratio,cheekbone_width_ratio,lower_cheek_ratio,eye_openness_ratio,eye_size_ratio,eye_spacing_ratio,eye_tilt_deg,brow_height_ratio,brow_tilt_deg,nose_width_ratio,nose_length_ratio,nose_tip_deviation_ratio,mouth_width_ratio,mouth_corner_tilt_deg,lip_thickness_ratio,upper_lip_ratio,philtrum_ratio,y_symmetry_error,y_face_aspect_ratio,y_midface_length_ratio,y_lowerface_length_ratio,y_jaw_width_ratio,y_jaw_angle_sharpness,y_chin_length_ratio,y_chin_width_ratio,y_cheekbone_width_ratio,y_lower_cheek_ratio,y_eye_openness_ratio,y_eye_size_ratio,y_eye_spacing_ratio,y_eye_tilt_deg,y_brow_height_ratio,y_brow_tilt_deg,y_nose_width_ratio,y_nose_length_ratio,y_nose_tip_deviation_ratio,y_mouth_width_ratio,y_mouth_corner_tilt_deg,y_lip_thickness_ratio,y_upper_lip_ratio,y_philtrum_ratio,suggestion_ids,priority_order,annotator_id,label_method,consent_flag,source,feature_contract_version,yaw_deg,pitch_deg
lfw_02368,data/raw/images/lfw_02368.jpg,train,0.007411,0.863413,0.243129,0.450704,0.803253,110.930416,0.450704,0.325726,0.987919,0.895513,0.210578,0.201813,1.301422,-1.005023,0.111776,-1.098500,0.236029,0.191100,0.012043,0.443508,-0.813026,0.070760,0.025320,0.071821,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,high,ok,ok,ok,ok,low,low,high,ok,high,ok,ok,SUG_EYE_OPEN_LOW_01|SUG_EYE_WIDE_01|SUG_NOSE_SHORT_01|SUG_MOUTH_WIDE_01,SUG_EYE_OPEN_LOW_01|SUG_EYE_WIDE_01|SUG_NOSE_SHORT_01|SUG_MOUTH_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,-1.6700566140934825,-12.525405971306041
lfw_02385,data/raw/images/lfw_02385.jpg,train,0.013574,0.885097,0.273483,0.403198,0.772700,109.788960,0.403198,0.313596,0.975427,0.865530,0.274000,0.207942,1.220736,-1.542000,0.147390,-1.861002,0.231129,0.211536,0.040883,0.345635,-1.285527,0.008575,0.034110,0.096387,ok,high,high,low,low,ok,low,ok,low,low,ok,high,ok,ok,high,ok,ok,high,ok,ok,ok,ok,high,high,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,SUG_FACE_ASPECT_HIGH_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,research_lfw,lfw,v1,5.8604006208479404,-2.8523423867709448
lfw_02390,data/raw/images/lfw_02390.jpg,train,0.026878,0.872716,0.285449,0.405345,0.790948,112.843911,0.405345,0.322857,0.981738,0.883052,0.287770,0.210495,1.145755,-1.877807,0.125883,-1.027625,0.229271,0.211192,0.071690,0.338547,-4.892383,0.018765,0.028081,0.094789,ok,ok,high,low,ok,ok,low,ok,ok,ok,ok,high,low,ok,ok,ok,ok,ok,ok,low,low,ok,ok,high,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01|SUG_EYE_SIZE_HIGH_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01|SUG_EYE_SIZE_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,10.031428389251232,-1.2206693217633842
lfw_02393,data/raw/images/lfw_02393.jpg,train,0.007986,0.841420,0.236484,0.442994,0.775161,110.176762,0.442994,0.314351,0.978736,0.869343,0.317304,0.203507,1.220900,-1.165221,0.152952,-1.457037,0.214727,0.190729,0.004067,0.310999,-1.144064,0.021646,0.038704,0.094714,low,ok,low,ok,low,ok,ok,ok,low,low,ok,ok,ok,ok,high,ok,low,low,low,low,ok,ok,high,high,SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHEEK_NARROW_01|SUG_LOWER_CHEEK_LOW_01,SUG_MIDFACE_LOW_01|SUG_JAW_NARROW_01|SUG_CHEEK_NARROW_01|SUG_LOWER_CHEEK_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-0.47513320622965693,-12.95318937996021
lfw_02402,data/raw/images/lfw_02402.jpg,train,0.016435,0.863173,0.257240,0.425383,0.792983,110.076248,0.425383,0.310425,0.983419,0.886708,0.254848,0.200246,1.274959,-2.184345,0.119402,-2.019735,0.232065,0.200637,0.000580,0.436243,-4.792411,0.052212,0.024181,0.067408,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,low,high,low,high,ok,ok,SUG_MOUTH_WIDE_01|SUG_MOUTH_TILT_LOW_01|SUG_LIP_FULL_01,SUG_MOUTH_WIDE_01|SUG_MOUTH_TILT_LOW_01|SUG_LIP_FULL_01,rules_v1,rules_v1,research_lfw,lfw,v1,0.16747639328241348,-7.768665544404666
lfw_02420,data/raw/images/lfw_02420.jpg,train,0.017627,0.911921,0.255124,0.433459,0.798785,107.748827,0.433459,0.318385,0.986373,0.892070,0.229336,0.199691,1.223073,-1.088244,0.120236,-0.994698,0.229317,0.198272,0.046463,0.368562,-0.482815,0.031032,0.032382,0.085147,ok,high,ok,ok,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_UPPER_LIP_HIGH_01,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_UPPER_LIP_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,6.318796511739492,-8.90883637604552
lfw_02426,data/raw/images/lfw_02426.jpg,train,0.020144,0.856779,0.229862,0.445990,0.785067,108.811042,0.445990,0.318387,0.981484,0.875983,0.308113,0.202253,1.317902,-0.751085,0.118211,-1.784938,0.229708,0.182263,0.042070,0.342283,0.132289,0.011468,0.037886,0.090396,ok,ok,low,ok,ok,ok,ok,ok,ok,low,ok,ok,high,ok,ok,ok,ok,low,ok,low,high,ok,high,ok,SUG_MIDFACE_LOW_01|SUG_LOWER_CHEEK_LOW_01|SUG_EYE_WIDE_01|SUG_NOSE_SHORT_01,SUG_MIDFACE_LOW_01|SUG_LOWER_CHEEK_LOW_01|SUG_EYE_WIDE_01|SUG_NOSE_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,-5.780089918524027,-14.380572524191548
lfw_02431,data/raw/images/lfw_02431.jpg,train,0.021429,0.865882,0.249010,0.442033,0.816055,109.626154,0.442033,0.332245,0.991248,0.904674,0.267781,0.192954,1.274971,-0.952566,0.110750,-1.854829,0.220406,0.200355,0.051085,0.348311,-0.447700,0.009905,0.027803,0.088376,ok,ok,ok,ok,high,ok,ok,ok,high,high,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,SUG_JAW_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01|SUG_EYE_SIZE_LOW_01,SUG_JAW_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01|SUG_EYE_SIZE_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-7.197643183171749,-10.73892961143169
lfw_02485,data/raw/images/lfw_02485.jpg,train,0.010472,0.831290,0.258480,0.461466,0.820909,114.311900,0.461466,0.381422,0.988128,0.900828,0.332012,0.224176,1.246603,-2.209638,0.122982,-1.953808,0.261822,0.206972,0.047514,0.362539,-3.734711,0.007933,0.037218,0.091617,ok,ok,ok,high,high,high,high,high,ok,ok,high,high,ok,low,ok,ok,high,ok,ok,ok,low,ok,high,high,SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,SUG_LOWERFACE_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,research_lfw,lfw,v1,6.857603218406439,-10.975065624570103
lfw_02486,data/raw/images/lfw_02486.jpg,train,0.022217,0.894971,0.256725,0.443947,0.831836,110.204660,0.443947,0.346635,0.994651,0.917718,0.228936,0.195183,1.313078,9.418105,0.114305,9.670176,0.236385,0.207125,0.088616,0.390652,8.017815,0.016377,0.024627,0.071142,ok,high,ok,ok,high,ok,ok,high,high,high,low,ok,high,high,ok,high,ok,ok,high,ok,high,ok,ok,ok,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,-13.032543003559113,-9.648321401990746
lfw_02489,data/raw/images/lfw_02489.jpg,train,0.023869,0.830887,0.271717,0.414893,0.781276,113.377019,0.414893,0.315659,0.978679,0.873929,0.271501,0.202995,1.285678,1.570362,0.105067,0.605943,0.238128,0.210304,0.069081,0.473385,1.737711,0.063920,0.019071,0.054100,ok,ok,high,ok,low,high,ok,ok,low,low,ok,ok,high,high,low,high,high,ok,ok,high,high,high,low,low,SUG_MIDFACE_HIGH_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHEEK_NARROW_01,SUG_MIDFACE_HIGH_01|SUG_JAW_NARROW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHEEK_NARROW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-9.6303316578269,-4.367300922871131
lfw_02523,data/raw/images/lfw_02523.jpg,train,0.004695,0.821041,0.242234,0.437085,0.792172,111.135238,0.437085,0.307109,0.983783,0.884384,0.338096,0.211440,1.244173,-0.299670,0.129294,-0.030688,0.213154,0.191963,0.001766,0.380601,-1.074631,0.011694,0.030952,0.075936,low,ok,ok,ok,ok,ok,ok,low,ok,ok,high,high,ok,ok,ok,high,low,low,low,ok,ok,ok,ok,ok,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_HIGH_01|SUG_BROW_TILT_HIGH_01,SUG_CHIN_NARROW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_SIZE_HIGH_01|SUG_BROW_TILT_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,0.20447359629906714,-11.414791452272341
lfw_02554,data/raw/images/lfw_02554.jpg,train,0.005274,0.830339,0.235148,0.463090,0.793432,111.497068,0.463090,0.329031,0.984839,0.885455,0.299908,0.194067,1.249850,-2.069854,0.096486,-2.607012,0.208466,0.191219,0.017339,0.315782,-2.492740,0.027909,0.034590,0.087956,low,ok,low,high,ok,ok,high,ok,ok,ok,ok,ok,ok,ok,low,low,low,low,low,low,ok,ok,high,ok,SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_BROW_LOW_01,SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_BROW_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,2.540022298693657,-14.980716108786428
lfw_02561,data/raw/images/lfw_02561.jpg,train,0.020709,0.902480,0.253434,0.447055,0.828044,107.817859,0.447055,0.334800,0.994357,0.916313,0.239114,0.189695,1.276673,-4.888711,0.101553,-5.427511,0.226449,0.201513,0.021020,0.392178,-3.842261,0.001893,0.024444,0.085084,ok,high,ok,ok,high,low,ok,high,high,high,ok,low,ok,low,low,low,ok,ok,ok,ok,low,low,ok,ok,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_WIDE_01,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,-2.825464189052582,-10.476619772480104
lfw_02566,data/raw/images/lfw_02566.jpg,train,0.017570,0.826809,0.285021,0.407819,0.816260,114.045660,0.407819,0.331601,0.990177,0.904338,0.243427,0.199588,1.316847,-2.344105,0.099597,-2.279938,0.255069,0.222336,0.034348,0.457735,-1.861248,0.014614,0.018728,0.063903,ok,ok,high,low,high,high,low,ok,ok,ok,ok,ok,high,low,low,ok,high,high,ok,high,ok,ok,low,low,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_WIDE_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-4.893002696335316,-1.5514248599605533
lfw_02567,data/raw/images/lfw_02567.jpg,train,0.015077,0.789672,0.307054,0.383755,0.762007,118.604319,0.383755,0.307377,0.973802,0.857233,0.346111,0.213053,1.230890,0.729849,0.107030,0.249086,0.235115,0.218052,0.032554,0.400793,-0.435474,0.042830,0.023926,0.055243,ok,low,high,low,low,high,low,low,low,low,high,high,ok,high,ok,high,ok,high,ok,ok,ok,ok,ok,low,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_NARROW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-4.465450331568718,4.4072603126212275
lfw_02568,data/raw/images/lfw_02568.jpg,train,0.005909,0.819889,0.285768,0.396739,0.782667,114.331321,0.396739,0.310552,0.980171,0.874348,0.319990,0.204987,1.256856,-1.026507,0.100987,-1.260705,0.225046,0.213468,0.013278,0.356058,0.108159,0.003818,0.023762,0.075302,low,low,high,low,ok,high,low,ok,low,low,ok,ok,ok,ok,low,ok,ok,high,low,ok,ok,low,ok,ok,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-1.9391048848628998,-0.23340873670221593
lfw_02591,data/raw/images/lfw_02591.jpg,train,0.009865,0.862411,0.247478,0.437401,0.798470,109.345265,0.437401,0.323778,0.984866,0.888675,0.248882,0.203461,1.293041,-1.282889,0.113182,-1.290163,0.232743,0.199926,0.031624,0.383532,-1.149444,0.010289,0.028539,0.079728,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,SUG_EYE_WIDE_01,SUG_EYE_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,4.4595933593809605,-10.557631974625147
lfw_02597,data/raw/images/lfw_02597.jpg,train,0.004627,0.850444,0.234562,0.449925,0.812321,108.497620,0.449925,0.323643,0.990509,0.903158,0.236399,0.189967,1.268274,-0.044605,0.115528,0.020397,0.221275,0.202544,0.007245,0.392898,-0.058185,0.005477,0.024524,0.078076,low,ok,low,ok,ok,low,ok,ok,ok,ok,ok,low,ok,high,ok,high,ok,ok,low,ok,ok,low,ok,ok,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_TILT_HIGH_01,SUG_MIDFACE_LOW_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_TILT_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-1.0535358642227948,-13.917069665503234
lfw_02615,data/raw/images/lfw_02615.jpg,train,0.017496,0.903494,0.249493,0.444340,0.803165,108.621110,0.444340,0.340142,0.981266,0.889099,0.223123,0.211323,1.190508,-6.265844,0.117727,-6.112228,0.222052,0.208780,0.080371,0.377572,-5.920420,0.002681,0.024710,0.090406,ok,high,ok,ok,ok,low,ok,high,ok,ok,low,high,low,low,ok,low,ok,ok,high,ok,low,low,ok,ok,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_WIDE_01,SUG_NOSE_DEV_HIGH_01|SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_CHIN_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,11.566818974912167,-10.874323549804952
lfw_02623,data/raw/images/lfw_02623.jpg,train,0.025632,0.873642,0.240375,0.444935,0.791690,108.408197,0.444935,0.327392,0.982876,0.881422,0.249952,0.192998,1.319625,-0.679111,0.127407,-1.553008,0.219951,0.195983,0.063742,0.325602,-0.210862,0.010502,0.034929,0.093463,ok,high,ok,ok,ok,low,ok,ok,ok,ok,ok,low,high,ok,ok,ok,ok,ok,ok,low,ok,ok,high,high,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_WIDE_01,SUG_FACE_ASPECT_HIGH_01|SUG_JAW_ANGLE_LOW_01|SUG_EYE_SIZE_LOW_01|SUG_EYE_WIDE_01,rules_v1,rules_v1,research_lfw,lfw,v1,-8.899368949234486,-12.464197266244366
lfw_02648,data/raw/images/lfw_02648.jpg,train,0.017967,0.752092,0.241284,0.449088,0.798327,116.862951,0.449088,0.329311,0.983658,0.888562,0.322236,0.194008,1.198013,-3.348364,0.134042,-4.712689,0.219194,0.200153,0.051604,0.368527,0.022565,0.008888,0.029664,0.092074,ok,low,ok,ok,ok,high,ok,ok,ok,ok,ok,ok,low,low,high,low,ok,ok,ok,ok,ok,ok,ok,high,SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_EYE_CLOSE_01|SUG_EYE_TILT_LOW_01,SUG_FACE_ASPECT_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_EYE_CLOSE_01|SUG_EYE_TILT_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-7.318930763751268,-12.690199829938265
lfw_02651,data/raw/images/lfw_02651.jpg,train,0.004417,0.879339,0.260424,0.439443,0.812057,109.641697,0.439443,0.336558,0.987081,0.899552,0.238814,0.198585,1.257785,-1.529735,0.098245,-1.966762,0.228592,0.210541,0.005153,0.401640,-1.374516,0.005974,0.022570,0.076466,low,high,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,ok,ok,low,ok,ok,ok,low,ok,ok,low,ok,ok,SUG_FACE_ASPECT_HIGH_01|SUG_CHIN_WIDE_01|SUG_BROW_LOW_01|SUG_LIP_THIN_01,SUG_FACE_ASPECT_HIGH_01|SUG_CHIN_WIDE_01|SUG_BROW_LOW_01|SUG_LIP_THIN_01,rules_v1,rules_v1,research_lfw,lfw,v1,0.740040825214237,-8.621011476151368
lfw_02658,data/raw/images/lfw_02658.jpg,train,0.021697,0.837705,0.255761,0.448655,0.817690,112.515278,0.448655,0.337782,0.990874,0.908441,0.230441,0.207460,1.236050,-3.220337,0.103349,-3.040827,0.252910,0.205398,0.072976,0.497901,-2.910298,0.064690,0.018466,0.060672,ok,ok,ok,ok,high,ok,ok,high,high,high,ok,ok,ok,low,low,low,high,ok,ok,high,low,high,low,low,SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01,SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_CHEEK_WIDE_01|SUG_LOWER_CHEEK_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,10.501649267971516,-10.245149010518311
lfw_02667,data/raw/images/lfw_02667.jpg,train,0.012266,0.828923,0.242887,0.451124,0.815556,112.030568,0.451124,0.335433,0.990099,0.903462,0.250135,0.202668,1.259664,-0.786903,0.105754,-0.226995,0.226648,0.197164,0.033416,0.375733,-1.278417,0.005941,0.028488,0.090651,ok,ok,ok,ok,high,ok,ok,high,ok,ok,ok,ok,ok,ok,low,high,ok,ok,ok,ok,ok,low,ok,ok,SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_BROW_LOW_01|SUG_BROW_TILT_HIGH_01,SUG_JAW_WIDE_01|SUG_CHIN_WIDE_01|SUG_BROW_LOW_01|SUG_BROW_TILT_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,4.710355795919895,-12.604230113895854
lfw_02668,data/raw/images/lfw_02668.jpg,train,0.003377,0.879756,0.257367,0.441130,0.791580,110.941055,0.441130,0.328434,0.982349,0.883379,0.164790,0.195518,1.295780,-0.129625,0.094872,-0.623256,0.236404,0.203978,0.004743,0.430058,-0.445139,0.059471,0.022377,0.058801,low,high,ok,ok,ok,ok,ok,ok,ok,ok,low,ok,high,ok,low,ok,ok,ok,low,ok,ok,high,ok,low,SUG_FACE_ASPECT_HIGH_01|SUG_EYE_OPEN_LOW_01|SUG_EYE_WIDE_01|SUG_BROW_LOW_01,SUG_FACE_ASPECT_HIGH_01|SUG_EYE_OPEN_LOW_01|SUG_EYE_WIDE_01|SUG_BROW_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,0.7890682867728174,-9.27745762466094
lfw_02671,data/raw/images/lfw_02671.jpg,train,0.033089,0.814149,0.241471,0.446918,0.791261,112.187024,0.446918,0.326467,0.982575,0.881845,0.300800,0.195540,1.331946,-1.509307,0.107086,-2.184808,0.223911,0.195083,0.077608,0.361277,-1.228072,0.012946,0.032627,0.087639,high,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,ok,low,ok,ok,ok,ok,high,ok,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_EYE_WIDE_01|SUG_NOSE_SHORT_01,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_EYE_WIDE_01|SUG_NOSE_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,-10.778265751898289,-12.460040527223613
lfw_02697,data/raw/images/lfw_02697.jpg,train,0.023253,0.815846,0.235392,0.447533,0.788557,112.472072,0.447533,0.324837,0.981934,0.879156,0.244959,0.209709,1.252608,-0.418947,0.119236,0.465208,0.240170,0.195447,0.063725,0.405126,-0.613719,0.010541,0.029005,0.093771,ok,low,low,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,ok,high,high,low,ok,ok,ok,ok,ok,high,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_EYE_SIZE_HIGH_01|SUG_BROW_TILT_HIGH_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_EYE_SIZE_HIGH_01|SUG_BROW_TILT_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,9.012679673731327,-13.557204737445536
lfw_02708,data/raw/images/lfw_02708.jpg,train,0.033865,0.826919,0.229973,0.449325,0.805554,109.783274,0.449325,0.325808,0.986312,0.895181,0.254623,0.199892,1.300247,-2.365390,0.120158,-3.072946,0.244314,0.194520,0.063704,0.459356,-2.276149,0.013548,0.026996,0.074005,high,ok,low,ok,ok,ok,ok,ok,ok,ok,ok,ok,high,low,ok,low,high,low,ok,high,ok,ok,ok,ok,SUG_SYM_HIGH_01|SUG_MIDFACE_LOW_01|SUG_EYE_WIDE_01|SUG_EYE_TILT_LOW_01,SUG_SYM_HIGH_01|SUG_MIDFACE_LOW_01|SUG_EYE_WIDE_01|SUG_EYE_TILT_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-8.63827233016491,-14.661737038878538
lfw_02713,data/raw/images/lfw_02713.jpg,train,0.029890,0.842873,0.268012,0.412087,0.784356,111.394518,0.412087,0.314047,0.980497,0.876422,0.298438,0.195365,1.250063,-0.109035,0.126269,-0.579643,0.220752,0.212427,0.067497,0.368341,-0.581342,0.005209,0.026346,0.087655,ok,ok,ok,low,ok,ok,low,ok,low,ok,ok,ok,ok,high,ok,ok,ok,high,ok,ok,ok,low,ok,ok,SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01|SUG_CHEEK_NARROW_01|SUG_EYE_TILT_HIGH_01,SUG_LOWERFACE_LOW_01|SUG_CHIN_SHORT_01|SUG_CHEEK_NARROW_01|SUG_EYE_TILT_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,-9.390124551951885,-4.665926067033564
lfw_02716,data/raw/images/lfw_02716.jpg,train,0.013802,0.847650,0.286533,0.412410,0.799976,114.135302,0.412410,0.332878,0.984076,0.889962,0.195109,0.203394,1.276845,-1.974875,0.094745,-2.535568,0.254232,0.221527,0.009155,0.464955,-1.592733,0.049553,0.015442,0.055760,ok,ok,high,low,ok,high,low,ok,ok,ok,low,ok,ok,ok,low,low,high,high,low,high,ok,high,low,low,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,SUG_MIDFACE_HIGH_01|SUG_LOWERFACE_LOW_01|SUG_JAW_ANGLE_HIGH_01|SUG_CHIN_SHORT_01,rules_v1,rules_v1,research_lfw,lfw,v1,1.6853081490844488,-1.8086594741694917
lfw_02720,data/raw/images/lfw_02720.jpg,train,0.005568,0.826189,0.236006,0.459383,0.787607,111.792922,0.459383,0.322270,0.986287,0.883397,0.346169,0.195646,1.198384,-1.985367,0.110840,-2.245355,0.210896,0.188926,0.012932,0.316671,-1.863723,0.028388,0.036742,0.104918,low,ok,low,high,ok,ok,high,ok,ok,ok,high,ok,low,ok,ok,ok,low,low,low,low,ok,ok,high,high,SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_EYE_OPEN_HIGH_01,SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01|SUG_EYE_OPEN_HIGH_01,rules_v1,rules_v1,research_lfw,lfw,v1,1.7367995213717222,-14.510186674377383
lfw_02722,data/raw/images/lfw_02722.jpg,train,0.013346,0.807901,0.234605,0.461795,0.789674,111.890923,0.461795,0.320312,0.985954,0.885423,0.399643,0.200823,1.190615,1.317237,0.130974,0.916848,0.213125,0.189383,0.040413,0.354653,0.024499,0.035982,0.037752,0.093273,ok,low,low,high,ok,ok,high,ok,ok,ok,high,ok,low,high,ok,high,low,low,ok,ok,ok,ok,high,high,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01,SUG_FACE_ASPECT_LOW_01|SUG_MIDFACE_LOW_01|SUG_LOWERFACE_HIGH_01|SUG_CHIN_LONG_01,rules_v1,rules_v1,research_lfw,lfw,v1,-5.8053469732403755,-14.961075270127528
lfw_02737,data/raw/images/lfw_02737.jpg,train,0.032706,0.797755,0.239239,0.446096,0.797780,112.887071,0.446096,0.320569,0.982200,0.888255,0.360705,0.194768,1.207548,-4.688794,0.131333,-5.313495,0.207950,0.194200,0.041484,0.361066,-6.157119,0.008620,0.029392,0.089502,high,low,ok,ok,ok,ok,ok,ok,ok,ok,high,ok,ok,low,ok,low,low,low,ok,ok,low,ok,ok,ok,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_TILT_LOW_01,SUG_SYM_HIGH_01|SUG_FACE_ASPECT_LOW_01|SUG_EYE_OPEN_HIGH_01|SUG_EYE_TILT_LOW_01,rules_v1,rules_v1,research_lfw,lfw,v1,-5.7065440490841866,-12.764935528928964
